,ANN_DT,REPORT_PERIOD,IFLISTED_DATA,OPER_REV,NET_PROFIT_INCL_MIN_INT_INC,NET_PROFIT_EXCL_MIN_INT_INC,TOT_SHRHLDR_EQY_EXCL_MIN_INT,TOT_SHRHLDR_EQY_INCL_MIN_INT,S_INFO_COMPNAME,S_INFO_COMPCODE,OPDATE,OPMODE,code
571,20121016,20120930,1,454490800.0,53750700.0,53750700.0,57040789450.1,57040789450.1,海通证券股份有限公司,1600837,2015-09-16 17:42:27,0,600837.SH
572,20121207,20121130,1,38399800.0,8137400.0,8137400.0,6091811500.0,6091811500.0,山西证券股份有限公司,2002097,2015-09-16 17:43:16,0,002500.SZ
574,20130307,20130228,1,557130000.0,211180000.0,211180000.0,73678110000.0,73678110000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:15,0,600030.SH
577,20130308,20130228,1,59307200.0,20331300.0,20331300.0,6166645600.0,6166645600.0,山西证券股份有限公司,2002097,2015-09-16 17:43:46,0,002500.SZ
578,20130307,20130228,1,42791700.0,9871800.0,9871800.0,2167572000.0,2167572000.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:46,0,601099.SH
579,20130508,20130430,1,48160300.0,6268900.0,6268900.0,6131291700.0,6131291700.0,山西证券股份有限公司,2002097,2015-09-16 17:43:22,0,002500.SZ
581,20130508,20130430,1,429486896.31,144501375.81,144501375.81,32806518483.2,32806518483.2,广发证券股份有限公司,1000776,2015-09-16 17:43:19,0,000776.SZ
582,20130508,20130430,1,215822713.36,69261933.75,69261933.75,12342106671.8,12342106671.8,兴业证券股份有限公司,2023060,2015-09-16 17:43:12,0,601377.SH
583,20130508,20130430,1,105937300.0,28204800.0,28204800.0,7708837200.0,7708837200.0,东吴证券股份有限公司,2024609,2015-09-16 17:43:46,0,601555.SH
586,20130709,20130630,1,23752400.0,-23799600.0,-23799600.0,7620328315.99,7620328315.99,东吴证券股份有限公司,2024609,2015-09-16 17:43:53,0,601555.SH
589,20130807,20130731,1,123312100.0,31991400.0,31991400.0,14944121600.0,14944121600.0,国元证券股份有限公司,1000728,2015-09-16 17:42:50,0,000728.SZ
590,20130906,20130831,1,50341200.0,15255300.0,15255300.0,2162263500.0,2162263500.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:44:02,0,601099.SH
591,20130906,20130831,1,171280204.91,40649922.32,40649922.32,12478241603.6,12478241603.6,兴业证券股份有限公司,2023060,2015-09-16 17:42:36,0,601377.SH
592,20130906,20130831,1,504459110.22,157442373.24,157442373.24,32600951381.7,32600951381.7,广发证券股份有限公司,1000776,2015-09-16 17:44:01,0,000776.SZ
594,20131016,20130930,1,121006500.0,33310000.0,33310000.0,6573615035.15,6573615035.15,国金证券股份有限公司,1600109,2015-09-16 17:43:27,0,600109.SH
595,20131015,20130930,1,597039252.34,241174628.79,241174628.79,25893927009.9,25893927009.9,招商证券股份有限公司,2024359,2015-09-16 17:43:40,0,600999.SH
597,20140212,20140131,1,151150000.0,49920000.0,49920000.0,7428810000.0,7428810000.0,东北证券股份有限公司,1000686,2015-09-16 17:43:48,0,000686.SZ
600,20131107,20131031,1,57241500.0,519100.0,519100.0,4639289100.0,4639289100.0,西部证券股份有限公司,502030478,2015-09-16 17:43:20,0,002673.SZ
602,20131206,20131130,1,80733000.0,27222600.0,27222600.0,6936162000.0,6936162000.0,山西证券股份有限公司,2002097,2015-09-16 17:42:26,0,002500.SZ
603,20131108,20131031,1,492061549.66,153885136.23,153885136.23,31783260618.6,31783260618.6,华泰证券股份有限公司,2002077,2015-09-16 17:42:38,0,601688.SH
604,20131107,20131031,1,80662100.0,32533700.0,32533700.0,6230861100.0,6230861100.0,山西证券股份有限公司,2002097,2015-09-16 17:43:45,0,002500.SZ
607,20140110,20131231,1,204190900.0,1440400.0,1440400.0,12593077426.0,12593077426.0,长江证券股份有限公司,1000783,2015-09-16 17:43:24,0,000783.SZ
609,20140110,20131231,1,194145380.77,-31982280.45,-31982280.45,12614130837.1,12614130837.1,兴业证券股份有限公司,2023060,2015-09-16 17:42:49,0,601377.SH
611,20131206,20131130,1,250874500.0,97461200.0,97461200.0,12583714900.0,12583714900.0,长江证券股份有限公司,1000783,2015-09-16 17:42:45,0,000783.SZ
612,20131206,20131130,1,98980100.0,18531700.0,18531700.0,6675036600.0,6675036600.0,国金证券股份有限公司,1600109,2015-09-16 17:42:36,0,600109.SH
613,20140213,20140131,1,69802121.64,-12720315.27,-12720315.27,12598206169.8,12598206169.8,兴业证券股份有限公司,2023060,2015-09-16 17:43:45,0,601377.SH
614,20140110,20131231,1,101093500.0,10419400.0,10419400.0,6943123244.0,6943123244.0,山西证券股份有限公司,2002097,2015-09-16 17:42:37,0,002500.SZ
615,20140110,20131231,1,529885182.91,252727293.54,252727293.54,26407047500.3,26407047500.3,招商证券股份有限公司,2024359,2015-09-16 17:43:39,0,600999.SH
618,20140307,20140228,1,265130762.04,95222084.43,95222084.43,12701493323.0,12701493323.0,兴业证券股份有限公司,2023060,2015-09-16 17:43:22,0,601377.SH
619,20140307,20140228,1,768257400.0,367992500.0,367992500.0,61140432100.0,61140432100.0,海通证券股份有限公司,1600837,2015-09-16 17:42:37,0,600837.SH
620,20140307,20140228,1,218456000.0,109336400.0,109336400.0,15452074300.0,15452074300.0,方正证券股份有限公司,2002179,2015-09-16 17:42:58,0,601901.SH
621,20140307,20140228,1,102830500.0,37846500.0,37846500.0,4701718600.0,4701718600.0,西部证券股份有限公司,502030478,2015-09-16 17:42:35,0,002673.SZ
622,20140509,20140430,1,277353500.0,56436900.0,56436900.0,22520648200.0,22520648200.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:48,0,601788.SH
623,20140508,20140430,1,152446100.0,38847700.0,38847700.0,7975576500.0,7975576500.0,东吴证券股份有限公司,2024609,2015-09-16 17:43:03,0,601555.SH
624,20140508,20140430,1,121450000.0,40420000.0,40420000.0,7522550000.0,7522550000.0,东北证券股份有限公司,1000686,2015-09-16 17:42:43,0,000686.SZ
625,20140509,20140430,1,43267600.0,11485500.0,11485500.0,5955099200.0,5955099200.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:26,0,601099.SH
627,20140607,20140531,1,143579844.43,56535838.38,56535838.38,6238578934.5,6238578934.5,国海证券股份有限公司,1000750,2015-09-16 17:42:51,0,000750.SZ
628,20140709,20140630,1,194997700.0,77174700.0,77174700.0,15563049460.0,15563049460.0,国元证券股份有限公司,1000728,2015-09-16 17:42:52,0,000728.SZ
630,20140807,20140731,1,233106000.0,90723100.0,90723100.0,15837375000.0,15837375000.0,国元证券股份有限公司,1000728,2015-09-16 17:42:18,0,000728.SZ
631,20140807,20140731,1,750440100.0,350765400.0,350765400.0,61955109600.0,61955109600.0,海通证券股份有限公司,1600837,2015-09-16 17:43:21,0,600837.SH
632,20141015,20140930,1,208095300.0,104803700.0,104803700.0,6201524776.34,6201524776.34,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:46,0,601099.SH
635,20140905,20140831,1,240660000.0,85800000.0,85800000.0,7852310000.0,7852310000.0,东北证券股份有限公司,1000686,2015-09-16 17:43:13,0,000686.SZ
638,20141015,20140930,1,461449900.0,194470300.0,194470300.0,15658085473.5,15658085473.5,西南证券股份有限公司,1600369,2015-09-16 17:43:02,0,600369.SH
639,20141015,20140930,1,223499544.96,79023831.73,79023831.73,6357593621.32,6357593621.32,国海证券股份有限公司,1000750,2015-09-16 17:44:03,0,000750.SZ
640,20141014,20140930,1,280246300.0,113303100.0,113303100.0,16104066018.8,16104066018.8,国元证券股份有限公司,1000728,2015-09-16 17:43:10,0,000728.SZ
641,20140905,20140831,1,762080000.0,284510000.0,284510000.0,74532840000.0,74532840000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:25,0,600030.SH
642,20141108,20141031,1,841129737.13,343522388.92,343522388.92,34558798110.1,34558798110.1,华泰证券股份有限公司,2002077,2015-09-16 17:43:34,0,601688.SH
644,20141107,20141031,1,293255500.0,92933200.0,92933200.0,13509392800.0,13509392800.0,东吴证券股份有限公司,2024609,2015-09-16 17:42:19,0,601555.SH
645,20141107,20141031,1,385831100.0,194205300.0,194205300.0,29701660800.0,29701660800.0,方正证券股份有限公司,2002179,2015-09-16 17:42:40,0,601901.SH
646,20141205,20141130,1,482353900.0,168252100.0,168252100.0,13744306300.0,13744306300.0,兴业证券股份有限公司,2023060,2015-09-16 17:43:20,0,601377.SH
647,20141205,20141130,1,436287200.0,146992300.0,146992300.0,13574916700.0,13574916700.0,长江证券股份有限公司,1000783,2015-09-16 17:42:38,0,000783.SZ
648,20150206,20150131,1,241589189.35,104513768.27,104513768.27,6677140968.34,6677140968.34,国海证券股份有限公司,1000750,2015-09-16 17:43:02,0,000750.SZ
649,20150206,20150131,1,307330000.0,118030000.0,118030000.0,8574410000.0,8574410000.0,东北证券股份有限公司,1000686,2015-09-16 17:43:36,0,000686.SZ
651,20120407,20120331,1,206830000.0,76730000.0,76730000.0,14890197940.6,14890197940.6,国元证券股份有限公司,1000728,2015-09-16 17:43:46,0,000728.SZ
653,20120208,20120131,1,22492600.0,-9700300.0,-9700300.0,5977704300.0,5977704300.0,山西证券股份有限公司,2002097,2015-09-16 17:43:20,0,002500.SZ
654,20120208,20120131,1,360365931.01,158224630.1,158224630.1,24232152642.9,24232152642.9,招商证券股份有限公司,2024359,2015-09-16 17:43:42,0,600999.SH
656,20111207,20111130,1,59349800.0,5574100.0,5574100.0,5998358100.0,5998358100.0,山西证券股份有限公司,2002097,2015-09-16 17:44:06,0,002500.SZ
659,20120207,20120131,1,88879374.43,-89911916.85,-89911916.85,31197123915.2,31197123915.2,广发证券股份有限公司,1000776,2015-09-16 17:42:52,0,000776.SZ
660,20120110,20111231,1,144018031.35,13112745.28,13112745.28,2566694360.55,2566694360.55,国海证券股份有限公司,1000750,2015-09-16 17:43:48,0,000750.SZ
661,20120307,20120229,1,29024200.0,1803900.0,1803900.0,2099330500.0,2099330500.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:19,0,601099.SH
663,20120707,20120630,1,73067700.0,10669800.0,10669800.0,6012087196.0,6012087196.0,山西证券股份有限公司,2002097,2015-09-16 17:43:38,0,002500.SZ
665,20120607,20120531,1,67032300.0,15851000.0,15851000.0,4964393900.0,4964393900.0,西部证券股份有限公司,502030478,2015-09-16 17:42:33,0,002673.SZ
666,20120607,20120531,1,204189700.0,90062400.0,90062400.0,14555045700.0,14555045700.0,方正证券股份有限公司,2002179,2015-09-16 17:43:57,0,601901.SH
667,20120608,20120531,1,75581400.0,26862000.0,26862000.0,5998942600.0,5998942600.0,山西证券股份有限公司,2002097,2015-09-16 17:44:05,0,002500.SZ
669,20120608,20120531,1,497580948.2,189346377.02,189346377.02,30856533021.4,30856533021.4,华泰证券股份有限公司,2002077,2015-09-16 17:42:39,0,601688.SH
670,20120710,20120630,1,84017373.76,12847354.95,12847354.95,2618574890.91,2618574890.91,国海证券股份有限公司,1000750,2015-09-16 17:43:14,0,000750.SZ
672,20120710,20120630,1,79107800.0,8446600.0,8446600.0,7361710507.58,7361710507.58,东吴证券股份有限公司,2024609,2015-09-16 17:43:27,0,601555.SH
673,20120509,20120430,1,197828700.0,86089600.0,86089600.0,11831300700.0,11831300700.0,长江证券股份有限公司,1000783,2015-09-16 17:42:19,0,000783.SZ
675,20120508,20120430,1,214998100.0,107949100.0,107949100.0,14425673200.0,14425673200.0,方正证券股份有限公司,2002179,2015-09-16 17:43:57,0,601901.SH
676,20120807,20120731,1,54500000.0,1270000.0,1270000.0,3184180000.0,3184180000.0,东北证券股份有限公司,1000686,2015-09-16 17:42:20,0,000686.SZ
677,20120807,20120731,1,484907146.1,170079467.68,170079467.68,31219841172.5,31219841172.5,广发证券股份有限公司,1000776,2015-09-16 17:42:32,0,000776.SZ
678,20120807,20120731,1,778410000.0,326530000.0,326530000.0,70739950000.0,70739950000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:42:56,0,600030.SH
679,20120907,20120831,1,86150000.0,27270000.0,27270000.0,14752620000.0,14752620000.0,国元证券股份有限公司,1000728,2015-09-16 17:43:29,0,000728.SZ
680,20120907,20120831,1,308550000.0,59860000.0,59860000.0,70728210000.0,70728210000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:42:43,0,600030.SH
681,20120112,20111231,1,16590000.0,-80610000.0,-80610000.0,3061597020.07,3061597020.07,东北证券股份有限公司,1000686,2015-09-16 17:43:39,0,000686.SZ
684,20121107,20121031,1,85250076.94,9760613.82,9760613.82,2627836148.65,2627836148.65,国海证券股份有限公司,1000750,2015-09-16 17:43:47,0,000750.SZ
686,20121207,20121130,1,96574100.0,30966400.0,30966400.0,11962352100.0,11962352100.0,长江证券股份有限公司,1000783,2015-09-16 17:43:10,0,000783.SZ
687,20121207,20121130,1,15612000.0,-8293900.0,-8293900.0,2093920000.0,2093920000.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:42:45,0,601099.SH
688,20130110,20121231,1,288434800.0,67441300.0,67441300.0,21783693238.6,21783693238.6,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:44:04,0,601788.SH
689,20130110,20121231,1,282753125.89,50652261.73,50652261.73,8406189005.32,8406189005.32,兴业证券股份有限公司,2023060,2015-09-16 17:43:52,0,601377.SH
690,20130206,20130131,1,166147200.0,57904500.0,57904500.0,7639215400.0,7639215400.0,东吴证券股份有限公司,2024609,2015-09-16 17:42:57,0,601555.SH
691,20121208,20121130,1,185125919.78,9491799.38,9491799.38,30212110853.4,30212110853.4,华泰证券股份有限公司,2002077,2015-09-16 17:42:39,0,601688.SH
693,20130207,20130131,1,193017300.0,83578900.0,83578900.0,14128572900.0,14128572900.0,方正证券股份有限公司,2002179,2015-09-16 17:43:07,0,601901.SH
694,20130307,20130228,1,70996400.0,10084200.0,10084200.0,6438876100.0,6438876100.0,国金证券股份有限公司,1600109,2015-09-16 17:42:50,0,600109.SH
695,20130410,20130331,1,292207200.0,171553000.0,171553000.0,14561143671.8,14561143671.8,方正证券股份有限公司,2002179,2015-09-16 17:43:20,0,601901.SH
697,20130410,20130331,1,89207969.11,16176490.46,16176490.46,2677715356.68,2677715356.68,国海证券股份有限公司,1000750,2015-09-16 17:43:09,0,000750.SZ
699,20130410,20130331,1,169410000.0,50560000.0,50560000.0,7340813269.87,7340813269.87,东北证券股份有限公司,1000686,2015-09-16 17:43:05,0,000686.SZ
701,20131015,20130930,1,130083500.0,50189000.0,50189000.0,4638822511.08,4638822511.08,西部证券股份有限公司,502030478,2015-09-16 17:42:31,0,002673.SZ
704,20140213,20140131,1,983536300.0,438322800.0,438322800.0,60705474300.0,60705474300.0,海通证券股份有限公司,1600837,2015-09-16 17:43:48,0,600837.SH
705,20131206,20131130,1,76911345.92,-4172110.3,-4172110.3,6016455184.33,6016455184.33,国海证券股份有限公司,1000750,2015-09-16 17:42:35,0,000750.SZ
707,20131107,20131031,1,436972500.0,158430800.0,158430800.0,60282164400.0,60282164400.0,海通证券股份有限公司,1600837,2015-09-16 17:42:52,0,600837.SH
711,20140214,20140131,1,509784910.51,180727904.92,180727904.92,32106078284.1,32106078284.1,华泰证券股份有限公司,2002077,2015-09-16 17:43:24,0,601688.SH
712,20140110,20131231,1,1333690000.0,277040000.0,277040000.0,71690543116.4,71690543116.4,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:45,0,600030.SH
714,20140411,20140331,1,326057600.0,48018700.0,48018700.0,14851112724.3,14851112724.3,西南证券股份有限公司,1600369,2015-09-16 17:44:02,0,600369.SH
715,20140410,20140331,1,401600000.0,92710000.0,92710000.0,72248310483.5,72248310483.5,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:04,0,600030.SH
716,20140110,20131231,1,139189976.29,9476473.66,9476473.66,6018392578.96,6018392578.96,国海证券股份有限公司,1000750,2015-09-16 17:43:45,0,000750.SZ
718,20140410,20140331,1,357353245.72,156905959.98,156905959.98,12858019643.2,12858019643.2,兴业证券股份有限公司,2023060,2015-09-16 17:42:35,0,601377.SH
720,20140308,20140228,1,56219000.0,17561000.0,17561000.0,2211086500.0,2211086500.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:33,0,601099.SH
722,20140307,20140228,1,158977567.55,58672793.31,58672793.31,6110359944.37,6110359944.37,国海证券股份有限公司,1000750,2015-09-16 17:42:36,0,000750.SZ
723,20140308,20140228,1,241097500.0,117642400.0,117642400.0,15135765400.0,15135765400.0,西南证券股份有限公司,1600369,2015-09-16 17:43:39,0,600369.SH
724,20140508,20140430,1,501097483.17,179557635.87,179557635.87,27256229521.5,27256229521.5,招商证券股份有限公司,2024359,2015-09-16 17:43:48,0,600999.SH
725,20140508,20140430,1,552323815.66,169216858.7,169216858.7,34226177051.3,34226177051.3,广发证券股份有限公司,1000776,2015-09-16 17:42:33,0,000776.SZ
726,20140508,20140430,1,709820000.0,1346120000.0,1346120000.0,73588800000.0,73588800000.0,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:34,0,600030.SH
729,20140709,20140630,1,342375235.36,108960189.87,108960189.87,13044436213.1,13044436213.1,兴业证券股份有限公司,2023060,2015-09-16 17:42:50,0,601377.SH
731,20140607,20140531,1,235597600.0,88773500.0,88773500.0,12460322800.0,12460322800.0,长江证券股份有限公司,1000783,2015-09-16 17:43:34,0,000783.SZ
732,20140607,20140531,1,673857800.0,386110300.0,386110300.0,61047524200.0,61047524200.0,海通证券股份有限公司,1600837,2015-09-16 17:43:16,0,600837.SH
733,20140609,20140531,1,140864100.0,42050400.0,42050400.0,7902131100.0,7902131100.0,东吴证券股份有限公司,2024609,2015-09-16 17:43:15,0,601555.SH
734,20140707,20140630,1,288419200.0,102885400.0,102885400.0,15197475733.4,15197475733.4,西南证券股份有限公司,1600369,2015-09-16 17:43:51,0,600369.SH
737,20140808,20140731,1,440017100.0,126505700.0,126505700.0,23152544500.0,23152544500.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:42:41,0,601788.SH
738,20140807,20140731,1,276754600.0,135141200.0,135141200.0,12816386700.0,12816386700.0,长江证券股份有限公司,1000783,2015-09-16 17:43:04,0,000783.SZ
739,20141015,20140930,1,290380000.0,119920000.0,119920000.0,8000290164.34,8000290164.34,东北证券股份有限公司,1000686,2015-09-16 17:44:03,0,000686.SZ
740,20141015,20140930,1,473108300.0,271782700.0,271782700.0,29409355980.0,29409355980.0,方正证券股份有限公司,2002179,2015-09-16 17:42:45,0,601901.SH
741,20140905,20140831,1,352645900.0,142705000.0,142705000.0,12964687800.0,12964687800.0,长江证券股份有限公司,1000783,2015-09-16 17:43:39,0,000783.SZ
744,20141016,20140930,1,1056165345.68,471366270.46,471366270.46,34159803014.4,34159803014.4,华泰证券股份有限公司,2002077,2015-09-16 17:43:58,0,601688.SH
746,20141205,20141130,1,765024300.0,316604300.0,316604300.0,24104125000.0,24104125000.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:31,0,601788.SH
750,20141107,20141031,1,949668735.73,465189470.97,465189470.97,40060352356.2,40060352356.2,招商证券股份有限公司,2024359,2015-09-16 17:42:22,0,600999.SH
751,20141107,20141031,1,269126500.0,101553300.0,101553300.0,7760805500.0,7760805500.0,国金证券股份有限公司,1600109,2015-09-16 17:42:46,0,600109.SH
752,20150206,20150131,1,431081900.0,206611900.0,206611900.0,14004440800.0,14004440800.0,东吴证券股份有限公司,2024609,2015-09-16 17:42:35,0,601555.SH
753,20150206,20150131,1,1319306111.83,553857776.63,553857776.63,37427723486.6,37427723486.6,华泰证券股份有限公司,2002077,2015-09-16 17:42:53,0,601688.SH
754,20150206,20150131,1,196778100.0,97547400.0,97547400.0,7471690400.0,7471690400.0,山西证券股份有限公司,2002097,2015-09-16 17:42:42,0,002500.SZ
755,20150206,20150131,1,1700806600.0,969042400.0,969042400.0,65992786800.0,65992786800.0,海通证券股份有限公司,1600837,2015-09-16 17:44:04,0,600837.SH
756,20150206,20150131,1,628158300.0,346720200.0,346720200.0,17220346300.0,17220346300.0,国元证券股份有限公司,1000728,2015-09-16 17:42:52,0,000728.SZ
758,20150306,20150228,1,209740000.0,102400000.0,102400000.0,8724420000.0,8724420000.0,东北证券股份有限公司,1000686,2015-09-16 17:43:52,0,000686.SZ
759,20150110,20141231,1,2360920000.0,944430000.0,944430000.0,78684384975.1,78684384975.1,中信证券股份有限公司,08D39EC855,2015-09-16 17:43:22,0,600030.SH
760,20150306,20150228,1,270890200.0,66848600.0,66848600.0,10061049700.0,10061049700.0,国金证券股份有限公司,1600109,2015-09-16 17:42:51,0,600109.SH
762,20150113,20141231,1,486750500.0,159106000.0,159106000.0,13771294987.2,13771294987.2,长江证券股份有限公司,1000783,2015-09-16 17:42:49,0,000783.SZ
764,20150207,20150131,0,1289670000.0,676560000.0,676560000.0,36786860000.0,36786860000.0,申万宏源证券有限公司,a1pXByJ0HN,2015-09-16 17:42:42,0,000166.SZ
765,20150110,20141231,1,763338000.0,264716200.0,264716200.0,13974959746.1,13974959746.1,兴业证券股份有限公司,2023060,2015-09-16 17:43:46,0,601377.SH
766,20150310,20150131,1,245110000.0,143700000.0,143700000.0,,,东兴证券股份有限公司,1uI61F44C3,2015-09-16 17:43:26,0,601198.SH
767,20101207,20101130,1,235920000.0,100330000.0,100330000.0,3441680000.0,3441680000.0,东北证券股份有限公司,1000686,2015-09-16 17:42:58,0,000686.SZ
771,20100806,20100731,1,441296527.76,235841683.12,235841683.12,21895038321.2,21895038321.2,招商证券股份有限公司,2024359,2015-09-16 17:43:56,0,600999.SH
774,20100710,20100630,1,82587300.0,-55459600.0,-55459600.0,2866095003.39,2866095003.39,国金证券股份有限公司,1600109,2015-09-16 17:43:45,0,600109.SH
775,20100806,20100731,1,159210000.0,64160000.0,64160000.0,3053710000.0,3053710000.0,东北证券股份有限公司,1000686,2015-09-16 17:43:20,0,000686.SZ
777,20100908,20100831,1,796602719.01,353962929.22,353962929.22,16173104517.0,16173104517.0,广发证券股份有限公司,1000776,2015-09-16 17:43:28,0,000776.SZ
779,20110215,20110131,1,573002100.0,253428400.0,253428400.0,44053892100.0,44053892100.0,海通证券股份有限公司,1600837,2015-09-16 17:43:21,0,600837.SH
782,20110111,20101231,1,217795200.0,104987600.0,104987600.0,11123424271.6,11123424271.6,西南证券股份有限公司,1600369,2015-09-16 17:43:03,0,600369.SH
783,20101106,20101031,1,146768200.0,58653000.0,58653000.0,2985490000.0,2985490000.0,国金证券股份有限公司,1600109,2015-09-16 17:43:33,0,600109.SH
784,20110212,20110131,1,181306400.0,62247600.0,62247600.0,9423811700.0,9423811700.0,长江证券股份有限公司,1000783,2015-09-16 17:43:47,0,000783.SZ
785,20101208,20101130,1,198667532.94,59911839.54,59911839.54,8097404302.86,8097404302.86,兴业证券股份有限公司,2023060,2015-09-16 17:42:48,0,601377.SH
786,20100805,20100731,1,46414300.0,28557700.0,28557700.0,1840079800.0,1840079800.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:44:06,0,601099.SH
787,20100907,20100831,1,74484100.0,41327800.0,41327800.0,1881459600.0,1881459600.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:42:40,0,601099.SH
788,20101207,20101130,1,33678200.0,-10626300.0,-10626300.0,1935322700.0,1935322700.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:42:49,0,601099.SH
790,20110305,20110228,1,123865900.0,55558100.0,55558100.0,11353329000.0,11353329000.0,西南证券股份有限公司,1600369,2015-09-16 17:42:22,0,600369.SH
793,20110608,20110531,1,62479500.0,4688800.0,4688800.0,3207705100.0,3207705100.0,国金证券股份有限公司,1600109,2015-09-16 17:42:46,0,600109.SH
794,20110609,20110531,1,179238226.9,47588940.55,47588940.55,30631348078.6,30631348078.6,华泰证券股份有限公司,2002077,2015-09-16 17:43:26,0,601688.SH
795,20110510,20110430,1,105381100.0,31845300.0,31845300.0,12193258400.0,12193258400.0,长江证券股份有限公司,1000783,2015-09-16 17:43:57,0,000783.SZ
798,20110709,20110630,1,70580200.0,25226200.0,25226200.0,2094138300.0,2094138300.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:44:00,0,601099.SH
799,20110908,20110831,1,352878300.0,143911300.0,143911300.0,21706380700.0,21706380700.0,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:42:54,0,601788.SH
803,20111014,20110930,1,485213400.0,261080800.0,261080800.0,44522578254.3,44522578254.3,海通证券股份有限公司,1600837,2015-09-16 17:43:13,0,600837.SH
804,20110808,20110630,1,209162500.0,107462600.0,107462600.0,11457940719.3,11457940719.3,西南证券股份有限公司,1600369,2015-09-16 17:44:04,0,600369.SH
805,20111015,20110930,1,173582726.56,-75209101.65,-75209101.65,30929561245.0,30929561245.0,广发证券股份有限公司,1000776,2015-09-16 17:43:14,0,000776.SZ
807,20111105,20111031,1,448386957.05,129925623.23,129925623.23,31214812221.7,31214812221.7,广发证券股份有限公司,1000776,2015-09-16 17:43:45,0,000776.SZ
810,20120112,20111231,1,45997500.0,12627000.0,12627000.0,2115576900.0,2115576900.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:04,0,601099.SH
811,20111207,20111130,1,69813600.0,10801000.0,10801000.0,3280246400.0,3280246400.0,国金证券股份有限公司,1600109,2015-09-16 17:42:19,0,600109.SH
814,20120112,20111231,1,232755200.0,-74974200.0,-74974200.0,21096749078.2,21096749078.2,光大证券股份有限公司,0yJ94AEF7F,2015-09-16 17:43:30,0,601788.SH
815,20120112,20111231,1,-17147200.0,-36827100.0,-36827100.0,3242408393.97,3242408393.97,国金证券股份有限公司,1600109,2015-09-16 17:43:46,0,600109.SH
816,20120110,20111231,1,27763500.0,-65895200.0,-65895200.0,14065601827.9,14065601827.9,方正证券股份有限公司,2002179,2015-09-16 17:42:18,0,601901.SH
817,20120111,20111231,1,15200200.0,-73655500.0,-73655500.0,9899878570.42,9899878570.42,西南证券股份有限公司,1600369,2015-09-16 17:42:29,0,600369.SH
818,20120307,20120229,1,63185500.0,25693600.0,25693600.0,6023199100.0,6023199100.0,山西证券股份有限公司,2002097,2015-09-16 17:42:18,0,002500.SZ
820,20120308,20120229,1,224882900.0,105238200.0,105238200.0,11528108800.0,11528108800.0,长江证券股份有限公司,1000783,2015-09-16 17:43:27,0,000783.SZ
821,20120307,20120229,1,199966384.12,68142530.89,68142530.89,8248246114.75,8248246114.75,兴业证券股份有限公司,2023060,2015-09-16 17:43:18,0,601377.SH
822,20120307,20120229,1,199406600.0,117534900.0,117534900.0,10129456900.0,10129456900.0,西南证券股份有限公司,1600369,2015-09-16 17:44:07,0,600369.SH
824,20120111,20111231,1,430247162.16,122217257.54,122217257.54,31134303206.8,31134303206.8,广发证券股份有限公司,1000776,2015-09-16 17:42:54,0,000776.SZ
825,20120308,20120229,1,96982300.0,15531200.0,15531200.0,3266318500.0,3266318500.0,国金证券股份有限公司,1600109,2015-09-16 17:44:03,0,600109.SH
826,20120411,20120331,1,80313400.0,32600000.0,32600000.0,2131930500.0,2131930500.0,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:42:53,0,601099.SH
829,20120607,20120531,1,117387100.0,31501200.0,31501200.0,7542206600.0,7542206600.0,东吴证券股份有限公司,2024609,2015-09-16 17:43:12,0,601555.SH
831,20120710,20120630,1,58180600.0,962700.0,962700.0,2186681458.27,2186681458.27,太平洋证券股份有限公司,04955EEF73,2015-09-16 17:43:14,0,601099.SH
832,20120710,20120630,1,99527500.0,1574200.0,1574200.0,14141806006.4,14141806006.4,方正证券股份有限公司,2002179,2015-09-16 17:42:27,0,601901.SH
833,20120509,20120430,1,82164700.0,18207100.0,18207100.0,3329582300.0,3329582300.0,国金证券股份有限公司,1600109,2015-09-16 17:43:02,0,600109.SH
